Dataset,Date,Mean,PixelCount(zonal_stats),ValidInClip(mask),GeomValid,GeomEmpty,IntersectsRaster,BaseAllTouched,RetriedAllTouched,UsedFallback,BufferedTiny
ET020109,20260101,0.317333331728975,75,75,True,False,True,False,False,False,False
ET020110,20260101,0.1466216213774641,148,148,True,False,True,False,False,False,False
ET020111,20260101,0.4099999964237213,2,2,True,False,True,False,False,False,False
ET020198,20260101,0.29500000178813934,2,2,True,False,True,False,False,False,False
ET020201,20260101,0.15764705834581572,85,85,True,False,True,False,False,False,False
ET020202,20260101,0.11363636228171262,11,11,True,False,True,False,False,False,False
ET020203,20260101,0.31161290274993064,31,31,True,False,True,False,False,False,False
ET020204,20260101,0.48918918580622284,37,37,True,False,True,False,False,False,False
ET020205,20260101,0.41458333485449356,96,96,True,False,True,False,False,False,False
ET020206,20260101,0.4353424672496645,73,73,True,False,True,False,False,False,False
ET020207,20260101,0.5626634386059158,413,413,True,False,True,False,False,False,False
ET020208,20260101,0.35221276353014275,235,235,True,False,True,False,False,False,False
ET020209,20260101,0.6100000043710073,6,6,True,False,True,False,False,False,False
ET020301,20260101,0.6952381020500547,21,21,True,False,True,False,False,False,False
ET020302,20260101,0.860571437222617,35,35,True,False,True,False,False,False,False
ET020303,20260101,0.23592982421580114,285,285,True,False,True,False,False,False,False
ET020304,20260101,0.9576470612310896,51,51,True,False,True,False,False,False,False
ET020305,20260101,0.7955999994277954,25,25,True,False,True,False,False,False,False
ET020306,20260101,1.073076917574956,13,13,True,False,True,False,False,False,False
ET020307,20260101,0.45393258199263153,89,89,True,False,True,False,False,False,False
ET020396,20260101,0.7133333285649618,3,0,True,False,True,False,True,False,False
ET020401,20260101,0.15684210661014444,76,76,True,False,True,False,False,False,False
ET020402,20260101,0.3806521733008001,46,46,True,False,True,False,False,False,False
ET020403,20260101,0.16994708982449044,189,189,True,False,True,False,False,False,False
ET020404,20260101,0.5811111055038594,27,27,True,False,True,False,False,False,False
ET020405,20260101,0.448000004204611,30,30,True,False,True,False,False,False,False
ET020501,20260101,0.370810811634402,37,37,True,False,True,False,False,False,False
ET020502,20260101,0.7346808529914693,47,47,True,False,True,False,False,False,False
ET020503,20260101,0.5215999999642372,25,25,True,False,True,False,False,False,False
ET020504,20260101,0.4225806476127717,31,31,True,False,True,False,False,False,False
ET020505,20260101,0.5375000001354651,44,44,True,False,True,False,False,False,False
ET041207,20260101,0.6215384599271712,91,91,True,False,True,False,False,False,False
ET041208,20260101,0.6291034501174401,145,145,True,False,True,False,False,False,False
ET041210,20260101,0.49069767185421875,86,86,True,False,True,False,False,False,False
ET041211,20260101,0.4585714246873017,91,91,True,False,True,False,False,False,False
ET041212,20260101,0.8443650770267206,252,252,True,False,True,False,False,False,False
ET041216,20260101,0.5632142850330898,84,84,True,False,True,False,False,False,False
ET041219,20260101,0.7475396853590769,126,126,True,False,True,False,False,False,False
ET041220,20260101,0.3576923068612814,104,104,True,False,True,False,False,False,False
ET041223,20260101,0.9053488346033318,43,43,True,False,True,False,False,False,False
ET041290,20260101,0.5889583279689153,48,48,True,False,True,False,False,False,False
ET041291,20260101,0.4949999988863343,76,76,True,False,True,False,False,False,False
ET041295,20260101,0.8729007628582816,131,131,True,False,True,False,False,False,False
ET041296,20260101,0.8299999982118607,4,0,True,False,True,False,True,False,False
ET041298,20260101,0.5017575743523511,165,165,True,False,True,False,False,False,False
ET050101,20260101,0.26325714483857154,175,175,True,False,True,False,False,False,False
ET050102,20260101,0.2653571417377818,84,84,True,False,True,False,False,False,False
ET050103,20260101,0.26432203462000115,118,118,True,False,True,False,False,False,False
ET050104,20260101,0.2844999993752156,140,140,True,False,True,False,False,False,False
ET050105,20260101,0.28097560915459946,82,82,True,False,True,False,False,False,False
ET050106,20260101,0.13656249920313712,128,128,True,False,True,False,False,False,False
ET050107,20260101,0.6509677431275768,31,31,True,False,True,False,False,False,False
ET050198,20260101,0.3782857128552028,35,35,True,False,True,False,False,False,False
ET050199,20260101,0.1680710655802549,197,197,True,False,True,False,False,False,False
ET050202,20260101,0.5662499964237213,8,8,True,False,True,False,False,False,False
ET050203,20260101,0.629999989271164,10,10,True,False,True,False,False,False,False
ET050204,20260101,0.4377551024057427,49,49,True,False,True,False,False,False,False
ET050205,20260101,0.30381818224083296,55,55,True,False,True,False,False,False,False
ET050206,20260101,0.2681443307203116,97,97,True,False,True,False,False,False,False
ET050207,20260101,0.09802816923655255,142,142,True,False,True,False,False,False,False
ET050283,20260101,0.4559999962647756,15,15,True,False,True,False,False,False,False
ET050290,20260101,0.2769565206506978,23,23,True,False,True,False,False,False,False
ET050293,20260101,0.5171428535665784,7,7,True,False,True,False,False,False,False
ET050295,20260101,0.24800000190734864,5,5,True,False,True,False,False,False,False
ET050296,20260101,0.29666667183240253,6,0,True,False,True,False,True,False,False
ET050297,20260101,0.28780000120401383,50,50,True,False,True,False,False,False,False
ET050298,20260101,0.3255555596616533,27,27,True,False,True,False,False,False,False
ET050299,20260101,0.27740740758815297,54,54,True,False,True,False,False,False,False
ET050301,20260101,0.24737288032547902,118,118,True,False,True,False,False,False,False
ET050302,20260101,0.22378151231453197,119,119,True,False,True,False,False,False,False
ET050303,20260101,0.2575268822331582,93,93,True,False,True,False,False,False,False
ET050304,20260101,0.24055702900835152,377,377,True,False,True,False,False,False,False
ET050305,20260101,0.36898734297933455,79,79,True,False,True,False,False,False,False
ET050306,20260101,0.256521740037462,46,46,True,False,True,False,False,False,False
ET050307,20260101,0.23888888623979357,9,9,True,False,True,False,False,False,False
ET050382,20260101,0.21183673459656385,49,49,True,False,True,False,False,False,False
ET050392,20260101,0.18457777795692284,225,225,True,False,True,False,False,False,False
ET050394,20260101,0.37882352892090293,85,85,True,False,True,False,False,False,False
ET050395,20260101,0.26937500201165676,32,32,True,False,True,False,False,False,False
ET050399,20260101,0.43311110999849106,45,45,True,False,True,False,False,False,False
ET050402,20260101,0.3754464288109115,112,112,True,False,True,False,False,False,False
ET050403,20260101,0.18600000143051149,5,5,True,False,True,False,False,False,False
ET050404,20260101,0.21986486450643153,74,74,True,False,True,False,False,False,False
ET050407,20260101,0.25388889097505146,18,18,True,False,True,False,False,False,False
ET050408,20260101,0.5577272759242491,22,22,True,False,True,False,False,False,False
ET050497,20260101,0.5344444347752465,18,18,True,False,True,False,False,False,False
ET050498,20260101,0.17016949315192337,59,59,True,False,True,False,False,False,False
ET050499,20260101,0.22133333384990692,15,15,True,False,True,False,False,False,False
ET050501,20260101,0.3989473675426684,57,57,True,False,True,False,False,False,False
ET050502,20260101,0.3767532448876988,77,77,True,False,True,False,False,False,False
ET050503,20260101,0.2975263154820392,380,380,True,False,True,False,False,False,False
ET050504,20260101,0.295116278321244,86,86,True,False,True,False,False,False,False
ET050586,20260101,0.5155263135307714,114,114,True,False,True,False,False,False,False
ET050592,20260101,0.25999999791383743,4,4,True,False,True,False,False,False,False
ET050595,20260101,0.5762025306496439,79,79,True,False,True,False,False,False,False
ET050596,20260101,0.2709756093781169,41,41,True,False,True,False,False,False,False
ET050597,20260101,0.2263095237625142,84,84,True,False,True,False,False,False,False
ET050598,20260101,0.33875000057742,64,64,True,False,True,False,False,False,False
ET050599,20260101,0.5163551383764944,107,107,True,False,True,False,False,False,False
ET050601,20260101,0.17654205677665283,107,107,True,False,True,False,False,False,False
ET050602,20260101,0.1169858161122241,282,282,True,False,True,False,False,False,False
ET050603,20260101,0.11076923147417032,65,65,True,False,True,False,False,False,False
ET050604,20260101,0.10486842098792917,76,76,True,False,True,False,False,False,False
ET050605,20260101,0.133428571586098,175,175,True,False,True,False,False,False,False
ET050606,20260101,0.16082474366598523,97,97,True,False,True,False,False,False,False
ET050607,20260101,0.16927536296239798,69,69,True,False,True,False,False,False,False
ET050608,20260101,0.13421052660008795,76,76,True,False,True,False,False,False,False
ET050696,20260101,0.0699999990562598,3,3,True,False,True,False,False,False,False
ET050698,20260101,0.16970588179195628,68,68,True,False,True,False,False,False,False
ET050699,20260101,0.17436619722087618,71,71,True,False,True,False,False,False,False
ET050701,20260101,0.4174501967738824,251,251,True,False,True,False,False,False,False
ET050702,20260101,0.3286692033815746,263,263,True,False,True,False,False,False,False
ET050703,20260101,0.28291291468315294,333,333,True,False,True,False,False,False,False
ET050704,20260101,0.4164367815715143,348,348,True,False,True,False,False,False,False
ET050788,20260101,0.5403225816065266,31,31,True,False,True,False,False,False,False
ET050798,20260101,0.4992473096616806,93,93,True,False,True,False,False,False,False
ET050799,20260101,0.16040935667983272,171,171,True,False,True,False,False,False,False
ET050802,20260101,0.5792727262323553,275,275,True,False,True,False,False,False,False
ET050804,20260101,0.6584018249762112,219,219,True,False,True,False,False,False,False
ET050805,20260101,0.3076562497881241,128,128,True,False,True,False,False,False,False
ET050806,20260101,0.28816849789531024,273,273,True,False,True,False,False,False,False
ET050807,20260101,0.10549504978416285,202,202,True,False,True,False,False,False,False
ET050808,20260101,0.09000000031292439,125,125,True,False,True,False,False,False,False
ET050809,20260101,0.20555555489328173,9,9,True,False,True,False,False,False,False
ET050898,20260101,0.09386666625738144,75,75,True,False,True,False,False,False,False
ET050899,20260101,0.08365384632578263,52,52,True,False,True,False,False,False,False
ET050901,20260101,0.6468894624158472,389,389,True,False,True,False,False,False,False
ET050902,20260101,0.09990909057246013,110,110,True,False,True,False,False,False,False
ET050903,20260101,0.6381456919063796,151,151,True,False,True,False,False,False,False
ET050904,20260101,0.6080645156163041,93,93,True,False,True,False,False,False,False
ET050991,20260101,0.6139694616084791,131,131,True,False,True,False,False,False,False
ET050999,20260101,0.36833333195402074,156,156,True,False,True,False,False,False,False
ET051001,20260101,0.307758620329972,58,58,True,False,True,False,False,False,False
ET051002,20260101,0.14564102625426573,78,78,True,False,True,False,False,False,False
ET051003,20260101,0.3546226409808645,106,106,True,False,True,False,False,False,False
ET051005,20260101,0.249638554471803,83,83,True,False,True,False,False,False,False
ET051006,20260101,0.2405714285160814,70,70,True,False,True,False,False,False,False
ET051095,20260101,0.3879220746699479,77,77,True,False,True,False,False,False,False
ET051096,20260101,0.13920000001788138,50,50,True,False,True,False,False,False,False
ET051103,20260101,0.49488888647821216,45,45,True,False,True,False,False,False,False
ET051104,20260101,0.6476744080698768,43,43,True,False,True,False,False,False,False
ET051187,20260101,0.6002074659365342,241,241,True,False,True,False,False,False,False
ET051198,20260101,0.4652054775251101,73,73,True,False,True,False,False,False,False
ET020101,20260117,0.16885350293414608,157,157,True,False,True,False,False,False,False
ET020102,20260117,0.16008333309243122,360,360,True,False,True,False,False,False,False
ET020103,20260117,0.28509090756150807,55,55,True,False,True,False,False,False,False
ET020104,20260117,0.4507272730496797,55,55,True,False,True,False,False,False,False
ET020105,20260117,0.0894736840242618,76,76,True,False,True,False,False,False,False
ET020106,20260117,0.4867346930716719,49,49,True,False,True,False,False,False,False
ET020107,20260117,0.1999999980131785,3,3,True,False,True,False,False,False,True
ET020108,20260117,0.21838383745364467,99,99,True,False,True,False,False,False,False
ET020109,20260117,0.30106666627029577,75,75,True,False,True,False,False,False,False
ET020110,20260117,0.14714285718644557,147,147,True,False,True,False,False,False,False
ET020111,20260117,0.4699999839067459,2,2,True,False,True,False,False,False,False
ET020198,20260117,0.26500000059604645,2,2,True,False,True,False,False,False,False
ET020201,20260117,0.18141176395994776,85,85,True,False,True,False,False,False,False
ET020202,20260117,0.23090909015048633,11,11,True,False,True,False,False,False,False
ET020203,20260117,0.4248387104561252,31,31,True,False,True,False,False,False,False
ET020204,20260117,0.5900000027708105,37,37,True,False,True,False,False,False,False
ET020205,20260117,0.37463917621632215,97,97,True,False,True,False,False,False,False
ET020206,20260117,0.4349315057521405,73,73,True,False,True,False,False,False,False
ET020207,20260117,0.5112410494279748,419,419,True,False,True,False,False,False,False
ET020208,20260117,0.3342735031699268,234,234,True,False,True,False,False,False,False
ET020209,20260117,0.7133333285649618,6,6,True,False,True,False,False,False,False
ET020301,20260117,0.6147619017532894,21,21,True,False,True,False,False,False,False
ET020302,20260117,0.7951428515570504,35,35,True,False,True,False,False,False,False
ET020303,20260117,0.23260714222810097,280,280,True,False,True,False,False,False,False
ET020304,20260117,0.9747058819322025,51,51,True,False,True,False,False,False,False
ET020305,20260117,0.7015999984741211,25,25,True,False,True,False,False,False,False
ET020306,20260117,1.2015384710752046,13,13,True,False,True,False,False,False,False
ET020307,20260117,0.4624719080630313,89,89,True,False,True,False,False,False,False
ET020396,20260117,0.6333333353201548,3,0,True,False,True,False,True,False,False
ET020401,20260117,0.16559999908010165,75,75,True,False,True,False,False,False,False
ET020402,20260117,0.41688888838721644,45,45,True,False,True,False,False,False,False
ET020403,20260117,0.1546994537583303,183,183,True,False,True,False,False,False,False
ET020404,20260117,0.6929629732061315,27,27,True,False,True,False,False,False,False
ET020405,20260117,0.5656666626532872,30,30,True,False,True,False,False,False,False
ET020501,20260117,0.5300000024002951,37,37,True,False,True,False,False,False,False
ET020502,20260117,0.8087234059546856,47,47,True,False,True,False,False,False,False
ET020503,20260117,0.5131999981403351,25,25,True,False,True,False,False,False,False
ET020504,20260117,0.49774193355152685,31,31,True,False,True,False,False,False,False
ET020505,20260117,0.5877272767776792,44,44,True,False,True,False,False,False,False
ET041207,20260117,1.0184615398501302,91,91,True,False,True,False,False,False,False
ET041208,20260117,0.8906206875011838,145,145,True,False,True,False,False,False,False
ET041210,20260117,0.7952325593593509,86,86,True,False,True,False,False,False,False
ET041211,20260117,0.935934067427457,91,91,True,False,True,False,False,False,False
ET041212,20260117,1.520873006654992,252,252,True,False,True,False,False,False,False
ET041216,20260117,0.994523805876573,84,84,True,False,True,False,False,False,False
ET041219,20260117,1.202539681915253,126,126,True,False,True,False,False,False,False
ET041220,20260117,0.7171153896130048,104,104,True,False,True,False,False,False,False
ET041223,20260117,1.1758139535438183,43,43,True,False,True,False,False,False,False
ET041290,20260117,0.9627083279192448,48,48,True,False,True,False,False,False,False
ET041291,20260117,1.0084210508748104,76,76,True,False,True,False,False,False,False
ET041295,20260117,1.5546564782848795,131,131,True,False,True,False,False,False,False
ET041296,20260117,1.1525000035762787,4,0,True,False,True,False,True,False,False
ET041298,20260117,0.7396969722978997,165,165,True,False,True,False,False,False,False
ET050101,20260117,0.21258620663021488,174,174,True,False,True,False,False,False,False
ET050102,20260117,0.3082558143407453,86,86,True,False,True,False,False,False,False
ET050103,20260117,0.29674999973115823,120,120,True,False,True,False,False,False,False
ET050104,20260117,0.3051773030442972,141,141,True,False,True,False,False,False,False
ET050105,20260117,0.3067073171685745,82,82,True,False,True,False,False,False,False
ET050106,20260117,0.1201574800345372,127,127,True,False,True,False,False,False,False
ET050107,20260117,0.6822580637470368,31,31,True,False,True,False,False,False,False
ET050198,20260117,0.43714285876069753,35,35,True,False,True,False,False,False,False
ET050199,20260117,0.15005025170256744,199,199,True,False,True,False,False,False,False
ET050202,20260117,0.6224999949336052,8,8,True,False,True,False,False,False,False
ET050203,20260117,0.6730000019073487,10,10,True,False,True,False,False,False,False
ET050204,20260117,0.49142856987155215,49,49,True,False,True,False,False,False,False
ET050205,20260117,0.3445454570380124,55,55,True,False,True,False,False,False,False
ET050206,20260117,0.29958763073400124,97,97,True,False,True,False,False,False,False
ET050207,20260117,0.11503401372049536,147,147,True,False,True,False,False,False,False
ET050283,20260117,0.5086666703224182,15,15,True,False,True,False,False,False,False
ET050290,20260117,0.3504347853038622,23,23,True,False,True,False,False,False,False
ET050293,20260117,0.5671428569725582,7,7,True,False,True,False,False,False,False
ET050295,20260117,0.3200000047683716,5,5,True,False,True,False,False,False,False
ET050296,20260117,0.3150000075499217,6,0,True,False,True,False,True,False,False
ET050297,20260117,0.3410000032186508,50,50,True,False,True,False,False,False,False
ET050298,20260117,0.379259259612472,27,27,True,False,True,False,False,False,False
ET050299,20260117,0.28185185217471037,54,54,True,False,True,False,False,False,False
ET050301,20260117,0.2954237303238804,118,118,True,False,True,False,False,False,False
ET050302,20260117,0.2335294109432637,119,119,True,False,True,False,False,False,False
ET050303,20260117,0.22688172052624406,93,93,True,False,True,False,False,False,False
ET050304,20260117,0.22817942036173275,379,379,True,False,True,False,False,False,False
ET050305,20260117,0.3284810130731969,79,79,True,False,True,False,False,False,False
ET050306,20260117,0.2991304358710413,46,46,True,False,True,False,False,False,False
ET050307,20260117,0.22777777744664085,9,9,True,False,True,False,False,False,False
ET050382,20260117,0.20693877491415763,49,49,True,False,True,False,False,False,False
ET050392,20260117,0.14139013433402964,223,223,True,False,True,False,False,False,False
ET050394,20260117,0.3428235302953159,85,85,True,False,True,False,False,False,False
ET050395,20260117,0.29593750135973096,32,32,True,False,True,False,False,False,False
ET050399,20260117,0.3753333330154419,45,45,True,False,True,False,False,False,False
ET050402,20260117,0.46098214254847597,112,112,True,False,True,False,False,False,False
ET050403,20260117,0.2380000025033951,5,5,True,False,True,False,False,False,False
ET050404,20260117,0.28662162314395645,74,74,True,False,True,False,False,False,False
ET050407,20260117,0.33444444338480633,18,18,True,False,True,False,False,False,False
ET050408,20260117,0.6331818212162365,22,22,True,False,True,False,False,False,False
ET050497,20260117,0.5777777814202838,18,18,True,False,True,False,False,False,False
ET050498,20260117,0.23745762493650793,59,59,True,False,True,False,False,False,False
ET050499,20260117,0.3,15,15,True,False,True,False,False,False,False
ET050501,20260117,0.3636842103380906,57,57,True,False,True,False,False,False,False
ET050502,20260117,0.35233766208221384,77,77,True,False,True,False,False,False,False
ET050503,20260117,0.27310526353356085,380,380,True,False,True,False,False,False,False
ET050504,20260117,0.2582558143970578,86,86,True,False,True,False,False,False,False
ET050586,20260117,0.5028070166968462,114,114,True,False,True,False,False,False,False
ET050592,20260117,0.24000000581145287,4,4,True,False,True,False,False,False,False
ET050595,20260117,0.5375949310351021,79,79,True,False,True,False,False,False,False
ET050596,20260117,0.2558536591326318,41,41,True,False,True,False,False,False,False
ET050597,20260117,0.2179761904380506,84,84,True,False,True,False,False,False,False
ET050598,20260117,0.29390625143423676,64,64,True,False,True,False,False,False,False
ET050599,20260117,0.4972897158047863,107,107,True,False,True,False,False,False,False
ET050601,20260117,0.16345794458882273,107,107,True,False,True,False,False,False,False
ET050602,20260117,0.10789473695974601,285,285,True,False,True,False,False,False,False
ET050603,20260117,0.12411764680462725,68,68,True,False,True,False,False,False,False
ET050604,20260117,0.09039473661074512,76,76,True,False,True,False,False,False,False
ET050605,20260117,0.1245714282989502,175,175,True,False,True,False,False,False,False
ET050606,20260117,0.14876288732456178,97,97,True,False,True,False,False,False,False
ET050607,20260117,0.1526086948596049,69,69,True,False,True,False,False,False,False
ET050608,20260117,0.11697368370369077,76,76,True,False,True,False,False,False,False
ET050696,20260117,0.06333333253860474,3,3,True,False,True,False,False,False,False
ET050698,20260117,0.14529411812477253,68,68,True,False,True,False,False,False,False
ET050699,20260117,0.18464788836492618,71,71,True,False,True,False,False,False,False
ET050701,20260117,0.40912350394811287,251,251,True,False,True,False,False,False,False
ET050702,20260117,0.3050570341230799,263,263,True,False,True,False,False,False,False
ET050703,20260117,0.26828828852276904,333,333,True,False,True,False,False,False,False
ET050704,20260117,0.38471264357881985,348,348,True,False,True,False,False,False,False
ET050788,20260117,0.5461290267206007,31,31,True,False,True,False,False,False,False
ET050798,20260117,0.44913978217750467,93,93,True,False,True,False,False,False,False
ET050799,20260117,0.13610465087126508,172,172,True,False,True,False,False,False,False
ET050802,20260117,0.5561090889573097,275,275,True,False,True,False,False,False,False
ET050804,20260117,0.6784931510414707,219,219,True,False,True,False,False,False,False
ET050805,20260117,0.32039062480907887,128,128,True,False,True,False,False,False,False
ET050806,20260117,0.2839416053118932,274,274,True,False,True,False,False,False,False
ET050807,20260117,0.10135678416258426,199,199,True,False,True,False,False,False,False
ET050808,20260117,0.09308943075196045,123,123,True,False,True,False,False,False,False
ET050809,20260117,0.21666666865348816,9,9,True,False,True,False,False,False,False
ET050898,20260117,0.09569620230246949,79,79,True,False,True,False,False,False,False
ET050899,20260117,0.08673076940557131,52,52,True,False,True,False,False,False,False
ET050901,20260117,0.7001542410691171,389,389,True,False,True,False,False,False,False
ET050902,20260117,0.09772727232087743,110,110,True,False,True,False,False,False,False
ET050903,20260117,0.7356953636699954,151,151,True,False,True,False,False,False,False
ET050904,20260117,0.7290322543472372,93,93,True,False,True,False,False,False,False
ET050991,20260117,0.7288549606126683,131,131,True,False,True,False,False,False,False
ET050999,20260117,0.38987179363194185,156,156,True,False,True,False,False,False,False
ET051001,20260117,0.3624137932884282,58,58,True,False,True,False,False,False,False
ET051002,20260117,0.1451282064931897,78,78,True,False,True,False,False,False,False
ET051003,20260117,0.3562264145826394,106,106,True,False,True,False,False,False,False
ET051005,20260117,0.2868674699082432,83,83,True,False,True,False,False,False,False
ET051006,20260117,0.30128571454967773,70,70,True,False,True,False,False,False,False
ET051095,20260117,0.3980519461941409,77,77,True,False,True,False,False,False,False
ET051096,20260117,0.18600000128149985,50,50,True,False,True,False,False,False,False
ET051103,20260117,0.7537777781486511,45,45,True,False,True,False,False,False,False
ET051104,20260117,0.8432558123455491,43,43,True,False,True,False,False,False,False
ET051187,20260117,0.7394605830497267,241,241,True,False,True,False,False,False,False
ET051198,20260117,0.6732876733557819,73,73,True,False,True,False,False,False,False
ET020101,20260202,0.2367088613866628,158,158,True,False,True,False,False,False,False
ET020102,20260202,0.22027700833996908,361,361,True,False,True,False,False,False,False
ET020103,20260202,0.25109090964225206,55,55,True,False,True,False,False,False,False
ET020104,20260202,0.3970909096300602,55,55,True,False,True,False,False,False,False
ET020105,20260202,0.1548684213653599,76,76,True,False,True,False,False,False,False
ET020106,20260202,0.3103999986872077,50,50,True,False,True,False,False,False,False
ET020107,20260202,0.1899999976158142,3,3,True,False,True,False,False,False,True
ET020108,20260202,0.30939393964680756,99,99,True,False,True,False,False,False,False
ET020109,20260202,0.2649333328505357,75,75,True,False,True,False,False,False,False
ET020110,20260202,0.15416107346747546,149,149,True,False,True,False,False,False,False
ET020111,20260202,0.3800000101327896,2,2,True,False,True,False,False,False,False
ET020198,20260202,0.22500000149011612,2,2,True,False,True,False,False,False,False
ET020201,20260202,0.13988235211547684,85,85,True,False,True,False,False,False,False
ET020202,20260202,0.09181818044321104,11,11,True,False,True,False,False,False,False
ET020203,20260202,0.23193548451508245,31,31,True,False,True,False,False,False,False
ET020204,20260202,0.3840540566959897,37,37,True,False,True,False,False,False,False
ET020205,20260202,0.4117708342964761,96,96,True,False,True,False,False,False,False
ET020206,20260202,0.47273972763182365,73,73,True,False,True,False,False,False,False
ET020207,20260202,0.5840963853410928,415,415,True,False,True,False,False,False,False
ET020208,20260202,0.4030638288310234,235,235,True,False,True,False,False,False,False
ET020209,20260202,0.5049999952316284,6,6,True,False,True,False,False,False,False
ET020301,20260202,0.5038095258531117,21,21,True,False,True,False,False,False,False
ET020302,20260202,0.6328571396214622,35,35,True,False,True,False,False,False,False
ET020303,20260202,0.1912411347969521,282,282,True,False,True,False,False,False,False
ET020304,20260202,0.7678431325099048,51,51,True,False,True,False,False,False,False
ET020305,20260202,0.5611999940872192,25,25,True,False,True,False,False,False,False
ET020306,20260202,0.8823076899235065,13,13,True,False,True,False,False,False,False
ET020307,20260202,0.3610112348969063,89,89,True,False,True,False,False,False,False
ET020396,20260202,0.503333330154419,3,0,True,False,True,False,True,False,False
ET020401,20260202,0.1730263159414263,76,76,True,False,True,False,False,False,False
ET020402,20260202,0.229347824483462,46,46,True,False,True,False,False,False,False
ET020403,20260202,0.1874345552995411,191,191,True,False,True,False,False,False,False
ET020404,20260202,0.48333333598242867,27,27,True,False,True,False,False,False,False
ET020405,20260202,0.399999997826914,30,30,True,False,True,False,False,False,False
ET020501,20260202,0.3124999966886308,36,36,True,False,True,False,False,False,False
ET020502,20260202,0.6065957441608957,47,47,True,False,True,False,False,False,False
ET020503,20260202,0.33759999662637713,25,25,True,False,True,False,False,False,False
ET020504,20260202,0.3693548347200117,31,31,True,False,True,False,False,False,False
ET020505,20260202,0.42886363579468295,44,44,True,False,True,False,False,False,False
ET041207,20260202,0.6430769235223204,91,91,True,False,True,False,False,False,False
ET041208,20260202,0.6966896552464058,145,145,True,False,True,False,False,False,False
ET041210,20260202,0.5598837234253107,86,86,True,False,True,False,False,False,False
ET041211,20260202,0.5310989000967571,91,91,True,False,True,False,False,False,False
ET041212,20260202,0.8579282863547959,251,251,True,False,True,False,False,False,False
ET041216,20260202,0.6270238104320708,84,84,True,False,True,False,False,False,False
ET041219,20260202,0.6211111100893172,126,126,True,False,True,False,False,False,False
ET041220,20260202,0.5149038402506938,104,104,True,False,True,False,False,False,False
ET041223,20260202,0.7844186023224232,43,43,True,False,True,False,False,False,False
ET041290,20260202,0.6262500000496706,48,48,True,False,True,False,False,False,False
ET041291,20260202,0.5973684219153303,76,76,True,False,True,False,False,False,False
ET041295,20260202,0.8399999987988072,131,131,True,False,True,False,False,False,False
ET041296,20260202,0.7549999952316284,4,0,True,False,True,False,True,False,False
ET041298,20260202,0.5839999980998761,165,165,True,False,True,False,False,False,False
ET050101,20260202,0.25460227382030676,176,176,True,False,True,False,False,False,False
ET050102,20260202,0.22152941231341922,85,85,True,False,True,False,False,False,False
ET050103,20260202,0.2149572647216483,117,117,True,False,True,False,False,False,False
ET050104,20260202,0.2121052636127723,133,133,True,False,True,False,False,False,False
ET050105,20260202,0.21768292564353564,82,82,True,False,True,False,False,False,False
ET050106,20260202,0.14259842501615916,127,127,True,False,True,False,False,False,False
ET050107,20260202,0.4929032200767148,31,31,True,False,True,False,False,False,False
ET050198,20260202,0.313428570330143,35,35,True,False,True,False,False,False,False
ET050199,20260202,0.16970296988798544,202,202,True,False,True,False,False,False,False
ET050202,20260202,0.4712500013411045,8,8,True,False,True,False,False,False,False
ET050203,20260202,0.5550000011920929,10,10,True,False,True,False,False,False,False
ET050204,20260202,0.36224489674276233,49,49,True,False,True,False,False,False,False
ET050205,20260202,0.23272727050564507,55,55,True,False,True,False,False,False,False
ET050206,20260202,0.21597938193488367,97,97,True,False,True,False,False,False,False
ET050207,20260202,0.07503546033292374,141,141,True,False,True,False,False,False,False
ET050283,20260202,0.3486666669448217,15,15,True,False,True,False,False,False,False
ET050290,20260202,0.2713043469449748,23,23,True,False,True,False,False,False,False
ET050293,20260202,0.4157142809459141,7,7,True,False,True,False,False,False,False
ET050295,20260202,0.22999999523162842,5,5,True,False,True,False,False,False,False
ET050296,20260202,0.22499999652306238,6,0,True,False,True,False,True,False,False
ET050297,20260202,0.2597999995946884,50,50,True,False,True,False,False,False,False
ET050298,20260202,0.2466666665342119,27,27,True,False,True,False,False,False,False
ET050299,20260202,0.19648148164291074,54,54,True,False,True,False,False,False,False
ET050301,20260202,0.22313559257378013,118,118,True,False,True,False,False,False,False
ET050302,20260202,0.17092437128059002,119,119,True,False,True,False,False,False,False
ET050303,20260202,0.16301075345085514,93,93,True,False,True,False,False,False,False
ET050304,20260202,0.1831062667640256,367,367,True,False,True,False,False,False,False
ET050305,20260202,0.24417721527286723,79,79,True,False,True,False,False,False,False
ET050306,20260202,0.229347825050354,46,46,True,False,True,False,False,False,False
ET050307,20260202,0.17111111183961233,9,9,True,False,True,False,False,False,False
ET050382,20260202,0.15408163304839814,49,49,True,False,True,False,False,False,False
ET050392,20260202,0.09488789244417117,223,223,True,False,True,False,False,False,False
ET050394,20260202,0.2623529406154857,85,85,True,False,True,False,False,False,False
ET050395,20260202,0.2275000037625432,32,32,True,False,True,False,False,False,False
ET050399,20260202,0.2846666680441962,45,45,True,False,True,False,False,False,False
ET050402,20260202,0.3613392858366881,112,112,True,False,True,False,False,False,False
ET050403,20260202,0.17800000309944153,5,5,True,False,True,False,False,False,False
ET050404,20260202,0.21500000085782361,74,74,True,False,True,False,False,False,False
ET050407,20260202,0.2666666648454136,18,18,True,False,True,False,False,False,False
ET050408,20260202,0.5113636350089853,22,22,True,False,True,False,False,False,False
